id,geom,amenities_500,leisure_500
36071685,"40.65205,-73.96311",3,4
36071960,"40.86143,-73.84573",0,1
36072301,"40.71814,-73.95041",56,13
36072357,"40.68323,-73.94694",13,5
36073384,"40.82682,-73.95157",22,4
36073776,"40.67877,-73.86722",1,4
36074198,"40.7206,-74.00023",196,14
36074873,"40.71155,-73.99712",123,26
36075020,"40.8233,-73.95122",16,7
36075404,"40.7982,-73.94422",17,6
36075606,"40.70411,-74.00909",108,16
36076098,"40.80446,-73.9455",29,3
36076181,"40.69855,-73.85279",5,2
36076335,"40.75258,-73.93475",36,4
36076338,"40.64018,-73.99157",3,4
36076577,"40.76943,-73.95608",76,2
36076594,"40.72923,-73.95693",29,4
36076758,"40.84638,-73.93846",13,5
36076807,"40.76725,-73.98669",116,13
36077160,"40.77472,-73.92825",8,7
36077537,"40.76843,-73.9894",62,10
36077664,"40.77324,-73.95969",95,1
36077745,"40.71527,-73.93852",15,2
36078121,"40.71755,-73.98967",188,19
36078765,"40.69069,-73.90836",15,1
36078798,"40.73395,-73.9538",25,4
36078939,"40.69324,-73.9094",22,2
36079246,"40.69198,-73.96008",23,7
36080023,"40.84218,-73.90969",2,12
36080238,"40.67451,-73.88806",1,6
36081181,"40.74605,-73.9773",139,5
36081186,"40.74666,-73.97358",88,10
36082032,"40.69845,-73.93591",8,6
36082127,"40.79446,-73.94455",37,7
36082371,"40.73034,-73.98725",161,7
36082721,"40.68588,-73.77823",3,2
36083269,"40.67497,-73.94973",17,2
36085870,"40.84037,-73.8998",1,8
36087720,"40.76437,-73.99044",130,6
36087897,"40.80618,-73.94587",27,6
36088017,"40.80629,-73.95001",44,8
36095313,"40.74413,-73.97993",172,4
36095625,"40.73143,-73.97549",6,11
36097705,"40.61674,-74.10169",1,2
36097970,"40.7469,-73.99038",180,6
36099118,"40.77574,-73.98917",7,12
36099301,"40.72897,-74.00167",184,20
36100102,"40.80605,-73.94208",15,7
36100457,"40.69485,-73.92759",10,5
36100744,"40.69784,-73.89427",21,3
36100855,"40.6756,-73.95644",32,3
36100930,"40.686,-73.98794",63,3
36101190,"40.75406,-73.80613",0,2
36101396,"40.66992,-73.74518",0,1
36102578,"40.67814,-73.89286",2,3
36102590,"40.75181,-73.81356",8,3
36103059,"40.76393,-73.80895",10,4
36103759,"40.76059,-73.9616",57,6
36104174,"40.7572,-73.96464",69,11
36104262,"40.72785,-74.00145",170,21
36105607,"40.73835,-73.98121",84,8
36105765,"40.8019,-73.93829",15,8
36105777,"40.6949,-73.90954",32,2
36106800,"40.73486,-73.99843",115,13
36106887,"40.78627,-73.97995",69,3
36107133,"40.728,-74.00032",175,19
36107361,"40.76686,-73.9239",51,2
36107501,"40.69617,-73.92588",22,2
36107803,"40.67918,-73.97659",76,6
36108523,"40.75957,-73.99535",126,6
36108534,"40.78935,-73.97389",83,8
36108714,"40.72045,-73.96313",47,5
36108811,"40.8349,-73.85259",7,6
36108975,"40.72427,-73.99849",150,14
36109087,"40.75073,-73.99549",110,7
36109132,"40.74608,-73.92179",22,20
36109290,"40.73635,-74.00223",132,16
36109452,"40.73295,-74.00365",169,22
36109625,"40.76769,-73.91994",62,3
36109658,"40.60829,-73.97009",1,2
36109691,"40.90527,-73.89707",1,2
36109805,"40.79098,-73.97384",70,10
36112291,"40.69191,-73.90807",18,2
36112415,"40.69101,-73.97197",42,8
36112469,"40.75095,-73.99542",113,7
36112665,"40.75871,-73.99659",116,5
36112704,"40.65633,-73.95722",7,4
36112923,"40.77568,-73.98019",49,10
36113110,"40.6924,-73.95927",19,7
36113226,"40.71268,-73.95855",79,20
36113257,"40.85269,-73.93616",22,4
36113332,"40.62486,-73.95458",0,2
36113697,"40.80624,-73.9502",44,8
36114015,"40.70982,-73.95831",53,23
36114202,"40.80079,-73.95783",28,11
36114258,"40.75223,-74.00816",14,4
36114840,"40.75218,-74.00241",20,7
36115183,"40.85234,-73.82969",2,4
36115258,"40.70612,-73.95549",9,17
36115461,"40.6887,-73.93982",3,6
36116045,"40.84773,-73.94015",17,4
36116336,"40.78269,-73.95452",59,4
36116772,"40.64531,-73.99757",12,3
36117025,"40.72552,-74.00101",163,26
36117267,"40.68978,-73.81468",2,1
36117552,"40.73564,-74.00997",43,11
36117652,"40.77247,-73.95792",112,0
36118677,"40.71731,-73.94907",49,13
36118872,"40.81851,-73.9567",15,13
36120293,"40.7479,-73.87496",5,2
36120857,"40.71632,-73.94295",29,5
36127750,"40.71572,-73.78204",1,4
36128584,"40.72548,-74.0021",154,25
36129014,"40.67333,-73.91614",1,6
36129923,"40.67122,-73.94093",2,2
36130876,"40.75584,-73.99304",172,2
36130946,"40.64534,-74.01992",5,1
36131210,"40.74812,-73.93875",27,8
36131784,"40.68077,-73.97489",56,5
36133191,"40.70795,-73.92039",23,3
36133997,"40.72968,-74.00195",185,20
36134580,"40.71989,-73.98459",120,20
36134670,"40.82601,-73.93795",3,13
36135376,"40.746,-73.87506",11,5
36136048,"40.71877,-73.99055",200,20
36136548,"40.6984,-73.84921",5,2
36137064,"40.76116,-73.99031",191,4
36137531,"40.73549,-73.97707",13,8
36137613,"40.68605,-73.92436",12,3
36137740,"40.74133,-73.97706",86,6
36138394,"40.68444,-73.95547",21,2
36138789,"40.78774,-73.94627",43,13
1748189,"40.77219,-73.95073",64,3
1750248,"40.80247,-73.94531",21,2
1750527,"40.69194,-73.95952",25,6
1750679,"40.66946,-73.95008",6,1
1752112,"40.78952,-73.98097",24,3
1752206,"40.74314,-73.9957",126,1
1753671,"40.79692,-73.94434",24,7
1755484,"40.77648,-73.96126",64,1
1755844,"40.67247,-73.93616",4,2
1758391,"40.69696,-73.93577",7,7
1759154,"40.69366,-73.92281",7,6
1759462,"40.72714,-73.98397",145,12
1759526,"40.74563,-73.99325",121,5
1762513,"40.74849,-73.94947",34,8
1762852,"40.70942,-73.95302",35,15
1763209,"40.76451,-73.92942",34,2
1763333,"40.74244,-73.91676",20,10
1763736,"40.78448,-73.97386",76,5
1763956,"40.76421,-73.99115",128,6
1766846,"40.731,-73.98427",135,11
1767037,"40.68968,-73.85219",12,4
1771965,"40.80266,-73.94728",23,5
1776732,"40.78852,-73.96746",33,5
1777007,"40.71078,-74.01623",42,18
1777197,"40.71697,-73.83396",20,7
1777674,"40.67528,-73.95741",39,3
1778294,"40.68931,-73.95548",17,4
1780748,"40.74881,-73.97234",102,13
1781052,"40.76456,-73.98233",188,6
1781697,"40.71284,-73.93965",24,2
1781786,"40.80395,-73.95519",34,10
1782079,"40.69009,-73.95314",15,8
1782437,"40.69169,-73.9603",25,7
1782667,"40.70818,-73.92202",24,3
1782872,"40.71481,-74.00934",73,24
1785141,"40.70658,-73.96759",11,11
1785187,"40.72131,-73.98527",130,19
1785942,"40.65987,-73.95076",3,2
1786408,"40.72495,-73.95112",44,7
1787771,"40.68273,-73.95437",14,2
1788989,"40.72311,-73.99476",165,9
1789715,"40.78277,-73.95164",77,6
1791105,"40.81157,-73.95335",26,8
1793091,"40.77631,-73.97953",48,9
1793411,"40.7312,-73.98857",150,7
1794250,"40.70683,-73.95375",19,18
1796722,"40.71295,-73.93874",22,2
1797025,"40.67204,-73.95147",22,1
1798210,"40.72878,-73.97854",49,15
1798271,"40.53884,-74.19826",0,1
1798500,"40.86317,-73.82494",4,1
1801036,"40.7187,-73.95133",43,16
1801130,"40.67749,-73.98031",86,5
1802584,"40.73747,-73.9248",8,3
1802838,"40.71875,-73.94935",41,16
1803165,"40.76391,-73.9782",137,7
1803279,"40.81569,-73.96058",15,7
1805150,"40.68366,-73.95009",11,3
1805261,"40.74107,-73.98487",179,5
1806138,"40.7001,-73.99183",31,22
1806378,"40.68585,-73.97016",42,7
1806651,"40.70498,-73.92868",42,4
1807106,"40.67191,-73.93997",2,2
1807757,"40.73246,-74.00215",175,23
1808497,"40.69023,-73.94628",4,8
1808550,"40.69096,-73.94613",4,7
1809547,"40.80126,-73.9454",17,4
1810640,"40.81748,-73.94539",12,5
1811446,"40.74166,-73.99892",110,5
1812111,"40.8145,-73.94962",12,8
1813681,"40.71261,-73.94154",24,2
1813829,"40.82519,-73.9453",25,10
1814010,"40.72644,-73.9923",135,10
1814279,"40.68909,-73.9173",11,1
1815211,"40.73689,-73.98451",102,8
1815505,"40.71594,-73.82264",3,4
1817510,"40.69048,-73.92193",4,3
1817905,"40.71454,-73.94965",67,9
1818411,"40.72569,-73.99227",155,12
1818420,"40.64738,-73.89163",0,3
1818820,"40.71618,-73.94189",27,3
1819623,"40.69493,-73.94161",6,9
1820858,"40.74386,-73.99541",120,1
1820931,"40.85557,-73.93641",15,5
1821541,"40.7221,-73.98356",122,12
1823141,"40.72018,-73.98839",151,18
1824808,"40.73679,-73.98177",76,6
1825949,"40.68385,-73.92349",10,6
1826701,"40.82557,-73.95514",9,5
1827525,"40.65083,-73.96101",3,5
1827723,"40.73285,-73.98245",90,9
1827962,"40.71766,-73.95634",99,14
1828063,"40.72982,-73.98532",151,10
1830244,"40.68135,-73.9046",1,4
1831227,"40.80964,-73.94098",13,12
1832120,"40.71216,-73.96274",67,22
1834738,"40.73865,-73.9962",98,7
1835367,"40.75,-73.99721",92,5
1836381,"40.69168,-73.932",5,5
1839231,"40.73135,-73.98298",109,10
1839341,"40.71817,-73.96401",57,7
1839818,"40.73196,-73.97932",38,14
1841356,"40.74392,-73.9811",196,5
1842739,"40.73544,-73.97465",4,6
1843034,"40.76547,-73.97729",115,6
1843108,"40.6784,-73.89362",2,2
1843674,"40.68674,-73.95392",16,6
1843955,"40.76129,-73.96869",85,4
1844088,"40.7525,-73.96492",31,14
1844705,"40.68897,-73.98765",58,4
1844792,"40.82097,-73.93765",4,10
1844847,"40.70714,-73.9216",33,3
1846100,"40.64469,-73.9469",2,0
1846528,"40.72369,-73.9753",12,9
1846580,"40.66516,-73.9794",24,1
1847096,"40.72969,-73.98151",105,12
1847261,"40.71417,-74.00678",78,16
1847389,"40.67522,-73.99978",15,9
1847434,"40.68489,-73.95473",18,3
1850695,"40.80738,-73.95855",37,16
1851767,"40.69322,-73.94581",4,8
1851926,"40.6889,-73.92469",8,4
1853765,"40.77593,-73.94927",84,2
1855846,"40.82597,-73.95102",24,6
1856027,"40.72485,-73.98349",157,17
1856261,"40.76254,-73.98712",213,7
1856627,"40.67143,-73.94929",8,1
1856803,"40.72335,-73.98549",155,15
1856914,"40.76906,-73.9517",44,5
1859901,"40.72394,-73.98941",190,8
1860838,"40.84278,-73.93725",7,7
1861281,"40.72898,-73.98051",95,13
1861493,"40.78618,-73.97339",81,7
1863930,"40.68864,-73.94166",4,6
1864061,"40.75562,-73.99736",105,7
1864757,"40.77585,-73.95566",112,1
1865336,"40.71338,-73.96833",33,6
1865884,"40.80491,-73.94752",32,6
1866051,"40.74386,-74.00106",108,3
1869202,"40.7582,-73.96692",95,4
1869432,"40.72838,-74.00462",164,21
1869467,"40.68283,-73.99813",47,2
1869685,"40.68185,-73.95336",17,2
1870228,"40.75283,-73.92915",24,3
1871261,"40.74599,-73.99775",102,4
1871311,"40.76316,-73.99358",104,5
1872838,"40.67593,-73.95885",53,2
1873531,"40.71845,-73.99326",278,17
1876811,"40.7366,-73.98703",118,6
1876969,"40.68305,-73.9419",12,7
1877255,"40.7789,-73.95311",116,1
1878642,"40.74855,-73.977",139,5
1878692,"40.72934,-74.00075",180,19
1878965,"40.72589,-73.94055",7,4
1880539,"40.71216,-73.96615",52,11
1881556,"40.68413,-73.92693",8,5
1881586,"40.75669,-73.9666",91,8
1881801,"40.71394,-73.94193",29,2
1881846,"40.75375,-73.96556",45,13
1884398,"40.73311,-74.00761",87,19
1885385,"40.64448,-73.89222",0,3
1885714,"40.70343,-73.91343",57,0
1885826,"40.76296,-73.98641",214,7
1886240,"40.72617,-74.00141",166,25
1886294,"40.70289,-73.98583",16,14
1886978,"40.64674,-73.89501",0,5
1887291,"40.75406,-73.99376",135,5
1887489,"40.66173,-73.95382",5,2
1887874,"40.70711,-73.94457",15,6
1888006,"40.70565,-73.92254",46,3
1890851,"40.68166,-73.94325",12,6
1891017,"40.75066,-74.00377",23,7
1891118,"40.68285,-73.95112",14,2
1891274,"40.68442,-73.95639",20,2
1891798,"40.69181,-73.95366",17,7
1892319,"40.74793,-74.00691",32,6
1893225,"40.68049,-73.97302",67,4
1895196,"40.76981,-73.95812",77,2
1895457,"40.72587,-73.94122",7,4
1896296,"40.72749,-73.94201",4,3
1897001,"40.75463,-73.97062",108,8
1897447,"40.68374,-73.98558",36,5
1898110,"40.68323,-73.98643",34,5
1899076,"40.70505,-73.92281",47,3
1900616,"40.71863,-73.94575",41,10
1900780,"40.73892,-73.98922",118,5
1901357,"40.6406,-73.96195",11,0
1903198,"40.73673,-73.92526",5,3
1903249,"40.74676,-74.00234",68,6
1903288,"40.71351,-73.94316",30,3
1905865,"40.70727,-73.95459",22,17
1906604,"40.76019,-73.99586",105,5
1906804,"40.70561,-73.92515",42,1
1906993,"40.72147,-73.98806",157,16
1907058,"40.64913,-73.92525",1,2
1908767,"40.72745,-73.98344",135,11
1908852,"40.7706,-73.98919",34,14
1908986,"40.77785,-73.9454",52,4
1910270,"40.68396,-73.98914",53,5
1911333,"40.67814,-73.92375",2,5
24232645,"40.72129,-73.94329",23,8
24232774,"40.68931,-73.95097",10,5
24234030,"40.77181,-73.9574",111,1
24234359,"40.69613,-73.97117",18,5
24239222,"40.77305,-73.9082",23,4
24240996,"40.65604,-74.00032",10,1
24242153,"40.71254,-73.95527",73,21
24243249,"40.70735,-73.94347",14,5
24243862,"40.72705,-73.99904",170,17
24244194,"40.82499,-73.95374",19,6
24244796,"40.72402,-73.99452",165,9
24245265,"40.82268,-73.953",9,10
24245905,"40.75265,-73.9684",82,13
24246039,"40.78723,-73.97031",50,6
24246595,"40.6879,-73.94473",2,8
24246704,"40.84103,-73.94063",4,6
24247367,"40.70058,-73.91061",70,3
24247380,"40.6735,-73.95562",40,3
24247797,"40.72421,-73.98025",79,13
24248461,"40.71115,-73.93735",9,1
24248735,"40.71394,-73.99843",161,23
24248741,"40.70833,-73.94898",26,7
24250052,"40.77988,-73.98605",22,7
24251237,"40.73393,-73.9963",107,15
24251311,"40.73333,-74.0052",142,24
24258555,"40.67791,-73.92879",3,5
24258565,"40.72213,-73.99479",181,10
24260244,"40.74077,-73.97977",115,7
24260247,"40.64401,-73.96047",7,0
24260404,"40.59707,-73.76506",0,3
24260464,"40.65185,-73.94555",0,1
24261171,"40.69592,-73.94765",6,7
24264371,"40.64929,-73.92647",1,3
24265177,"40.84104,-73.93838",4,6
24265209,"40.77311,-73.95508",123,1
24265333,"40.71686,-73.95638",97,14
24265776,"40.64741,-73.97102",13,5
24266025,"40.74579,-73.9909",162,6
24266063,"40.71651,-73.95623",99,14
24266273,"40.76525,-73.83055",29,4
24267208,"40.67952,-73.91296",3,6
24267383,"40.69201,-73.94104",4,3
24267385,"40.70688,-74.00523",135,22
24267506,"40.68088,-73.91181",5,6
24267706,"40.68234,-73.91318",6,7
24269100,"40.76425,-73.83061",40,4
24276183,"40.80451,-73.94079",14,9
24276835,"40.67559,-73.99943",18,8
24277232,"40.59103,-73.79497",1,7
24278511,"40.58906,-73.79503",1,5
24278899,"40.71371,-73.99355",196,29
24279547,"40.58896,-73.79494",1,5
24279693,"40.6469,-73.90022",0,2
24279771,"40.76008,-73.98846",253,4
24279933,"40.68102,-73.93686",18,5
24281831,"40.75087,-73.9953",110,7
24281837,"40.76936,-73.91491",40,4
24282118,"40.70615,-74.00752",148,20
24282429,"40.76385,-73.99219",120,5
24283298,"40.68988,-73.95826",22,6
24283531,"40.70642,-73.90554",32,1
24284162,"40.69289,-73.96865",37,10
24284701,"40.70705,-73.94976",23,10
24284744,"40.7671,-73.98744",109,13
24285044,"40.77969,-73.97862",72,7
24285110,"40.72643,-73.86083",16,2
24285869,"40.71883,-73.98957",184,20
24286512,"40.66889,-73.99115",34,3
24286518,"40.65711,-73.95655",10,3
24286851,"40.72969,-74.00697",110,20
24287062,"40.7466,-73.89176",38,15
24287261,"40.81542,-73.94574",13,6
24287286,"40.66735,-73.78922",4,2
24287367,"40.83216,-73.91598",0,5
24287826,"40.77768,-73.94951",94,3
24287857,"40.76387,-73.90995",27,1
24287863,"40.75512,-73.97155",111,8
24288869,"40.69928,-73.90616",58,2
24289129,"40.76323,-73.99248",134,5
24289209,"40.76531,-73.91126",37,2
24289510,"40.75974,-73.98924",240,4
24289567,"40.74468,-73.87911",32,11
24289926,"40.75628,-73.96918",106,9
24299542,"40.74766,-73.97601",127,8
24300863,"40.73034,-74.00135",186,19
24302356,"40.65247,-74.00994",19,4
24302828,"40.76137,-73.90582",6,3
24303775,"40.62313,-74.03114",27,3
24304515,"40.7209,-73.98142",54,12
24304881,"40.82036,-73.95415",5,11
24305035,"40.71746,-73.9506",53,13
24305252,"40.87997,-73.90035",2,5
24305977,"40.88068,-73.90012",3,4
24306539,"40.71313,-73.98665",43,25
24307110,"40.71426,-73.99175",146,24
24307675,"40.73389,-73.99083",101,6
24308589,"40.78243,-73.97265",61,3
24308928,"40.69792,-73.84081",0,2
24308988,"40.68907,-73.953",13,7
24311790,"40.71932,-73.98995",188,17
24312275,"40.74491,-74.0042",89,8
24312400,"40.73937,-73.91566",10,3
24312987,"40.72558,-73.95706",29,9
24313236,"40.80321,-73.9682",53,11
24313356,"40.80222,-73.96763",64,10
24313434,"40.80365,-73.96639",53,12
24313500,"40.80324,-73.96816",52,11
24313537,"40.72626,-73.98784",180,13
24313701,"40.89641,-73.85077",1,0
24314268,"40.84695,-73.93593",18,5
24323687,"40.64934,-73.94508",0,0
24323953,"40.79138,-73.9413",26,9
24324489,"40.72328,-73.9843",149,14
24324891,"40.68302,-73.92119",12,6
24326705,"40.72243,-73.95179",55,8
24327546,"40.77467,-73.9094",28,3
24327950,"40.7977,-73.93493",22,3
24330532,"40.75354,-73.95113",8,4
24332080,"40.67004,-73.92207",1,3
24334075,"40.7193,-73.95863",69,9
24334422,"40.76169,-73.98839",230,6
24334634,"40.80798,-73.96585",16,10
24335248,"40.72688,-73.79198",2,1
24336051,"40.77598,-73.98917",7,11
24337254,"40.69004,-73.83368",0,2
24339196,"40.74939,-73.88155",33,18
24345718,"40.75781,-73.99751",105,6
24347151,"40.6947,-73.94319",3,11
24348078,"40.76649,-73.92643",44,2
24348514,"40.60759,-73.96023",3,4
24349922,"40.70324,-73.91353",59,0
24351450,"40.70473,-73.92069",51,1
24351719,"40.72081,-73.98461",127,18
24352862,"40.67102,-73.96172",37,4
24352967,"40.65435,-73.93785",0,0
24355118,"40.79645,-73.94803",13,7
24355153,"40.58898,-73.80576",1,3
24355169,"40.66371,-73.95698",10,3
24356390,"40.69432,-73.90658",24,2
24356663,"40.6941,-73.90756",24,2
24356861,"40.8385,-73.94288",4,8
24357412,"40.77021,-73.95173",52,5
24357562,"40.71848,-73.98439",111,21
24358122,"40.70695,-73.94524",22,8
24358619,"40.78489,-73.982",60,4
24359329,"40.71196,-73.95424",59,23
24360039,"40.77634,-73.94713",60,4
24360112,"40.69987,-73.91404",58,5
24360537,"40.77759,-73.94688",68,3
24366289,"40.85329,-73.9291",5,8
24366897,"40.87001,-73.92418",11,4
24367113,"40.78026,-73.954",94,2
24367577,"40.6844,-73.96221",32,5
24369797,"40.79208,-73.94642",40,9
24369857,"40.69372,-73.9485",7,7
24370001,"40.80569,-73.94848",37,6
24370468,"40.77905,-73.94754",85,4
24370692,"40.70343,-73.93412",25,5
24372235,"40.72192,-73.9928",219,10
24372429,"40.68652,-73.91212",9,3
24373602,"40.73081,-73.95184",20,2
24373776,"40.84821,-73.94153",16,4
24374428,"40.75916,-73.95124",3,9
24374487,"40.69138,-73.92617",4,5
24376295,"40.68073,-73.92804",8,5
24376374,"40.72433,-73.97688",19,12
24376945,"40.82934,-73.94269",16,6
24377683,"40.737,-73.99407",99,4
24378358,"40.76419,-73.97455",93,4
24378513,"40.65618,-73.95664",6,4
24378806,"40.67085,-73.92316",1,4
24379279,"40.66972,-73.88393",0,6
24379887,"40.70914,-73.961",42,24
24380012,"40.61167,-73.95803",4,2
24380794,"40.71434,-73.94275",33,3
24387380,"40.71008,-73.96175",57,25
24387440,"40.75418,-73.9664",67,10
24387826,"40.7139,-73.9912",130,24
24388099,"40.74922,-73.97744",149,4
24391756,"40.66409,-73.9909",31,3
24392320,"40.74686,-73.91283",6,22
24392338,"40.72361,-73.9847",155,16
24392461,"40.7138,-73.99371",204,29
24392740,"40.82244,-73.95262",8,9
24392856,"40.67673,-73.9447",18,3
24393653,"40.74549,-73.99114",155,5
24393933,"40.77213,-73.98265",48,13
24395202,"40.86408,-73.92257",15,10
24395331,"40.67718,-73.95566",38,3
24397502,"40.7102,-73.96222",57,25
24397657,"40.68865,-73.9081",8,2
24397824,"40.80385,-73.96499",53,12
24398061,"40.70037,-73.91751",51,6
24398725,"40.74515,-73.9813",205,6
24402527,"40.63718,-73.94061",0,2
24403784,"40.70778,-73.90323",31,0
24405674,"40.71499,-73.98986",134,22
24405962,"40.60791,-73.96012",3,4
24408535,"40.72709,-73.99074",147,9
24408644,"40.62392,-73.93554",0,3
2151106,"40.7836,-73.95093",77,6
2151259,"40.79752,-73.96298",43,9
2151479,"40.68922,-73.94626",4,7
2151558,"40.73107,-73.95712",26,6
2153435,"40.71587,-73.96351",78,7
2154075,"40.6864,-73.94529",5,8
2154567,"40.68232,-73.92746",8,5
2155219,"40.75874,-73.92999",33,3
2155345,"40.70014,-73.92705",39,3
2156111,"40.76337,-73.98576",204,7
2157550,"40.70751,-73.92058",30,3
2158171,"40.70451,-74.00671",117,17
2159193,"40.68497,-73.9902",61,6
2159898,"40.72671,-73.98437",160,12
2160591,"40.68926,-73.91595",11,3
2163602,"40.77874,-73.98437",42,9
2164135,"40.69112,-73.95203",17,8
2164631,"40.77464,-73.95226",107,0
2165107,"40.7604,-73.96029",47,7
2165933,"40.76252,-73.98376",199,7
2168268,"40.82252,-73.94462",12,8
2169106,"40.6591,-73.96116",10,1
2169765,"40.74855,-73.98001",181,3
2170035,"40.812,-73.95367",28,8
2170618,"40.68214,-73.96474",43,2
2171809,"40.71557,-73.96149",99,9
2171821,"40.70218,-73.91005",63,1
2172139,"40.77608,-73.97614",41,4
2175827,"40.71354,-73.96183",85,15
2177004,"40.71364,-73.96427",71,10
2178294,"40.71328,-73.95154",62,16
2181941,"40.81562,-73.94426",12,5
2182899,"40.72456,-73.98004",78,15
2183423,"40.81333,-73.94194",14,9
2185668,"40.74106,-74.00262",114,11
2185842,"40.76,-73.99009",221,4
2186138,"40.75764,-73.96827",100,5
2186452,"40.71725,-74.00528",117,18
2186699,"40.74259,-73.99708",116,2
2187847,"40.73818,-74.00433",108,19
2188204,"40.67892,-73.95156",23,2
2189129,"40.66587,-73.97737",18,1
2189450,"40.72358,-73.9867",167,12
2189742,"40.82811,-73.94372",23,6
2191591,"40.78401,-73.94863",68,10
2191612,"40.76293,-73.98981",162,6
2193027,"40.78328,-73.95273",71,5
2193649,"40.71735,-73.99095",196,18
2193902,"40.72422,-73.98211",104,13
2193945,"40.68775,-73.9521",15,8
2194038,"40.68683,-73.96981",43,8
2194382,"40.78731,-73.97805",87,2
2196271,"40.69972,-73.92244",47,6
2197283,"40.84058,-73.93885",4,6
2197401,"40.84119,-73.939",5,8
2197725,"40.7759,-73.94921",82,2
2198970,"40.84531,-73.93583",10,6
2201154,"40.7278,-73.99205",105,8
2201491,"40.73776,-73.99996",94,14
2201581,"40.69587,-73.94037",9,8
2202858,"40.69093,-73.97936",35,6
2203154,"40.73087,-73.98713",152,8
2203450,"40.71577,-73.95408",88,15
2203926,"40.71292,-73.95876",81,19
2206311,"40.75701,-73.96781",99,7
2208545,"40.71539,-73.99379",246,25
2208567,"40.72053,-73.98901",163,16
2209460,"40.73747,-74.00014",95,15
2209835,"40.74361,-73.97677",104,5
2210041,"40.78616,-73.97348",82,7
2210088,"40.74798,-74.00314",49,6
2210615,"40.74047,-73.99508",117,2
2210663,"40.79558,-73.96969",68,6
2210795,"40.68019,-73.98119",61,4
2211028,"40.72764,-73.95557",41,6
2213680,"40.82649,-73.95253",21,4
2214256,"40.68631,-73.93993",11,6
2214323,"40.71969,-73.99287",247,16
2214689,"40.71527,-73.94038",30,2
2214710,"40.72572,-73.94031",7,4
2214831,"40.78605,-73.97354",82,7
2214978,"40.7834,-73.97904",75,5
2216470,"40.70039,-73.92867",42,5
2217342,"40.73311,-74.00401",164,22
2217398,"40.74262,-73.97945",153,5
2217609,"40.70046,-73.95133",0,10
2219294,"40.78835,-73.97257",87,6
2220959,"40.73879,-73.98226",107,7
2221852,"40.83426,-73.94758",2,4
2222428,"40.74364,-73.98303",207,4
2222641,"40.73823,-74.00233",121,16
2223082,"40.74502,-74.00429",85,8
2223247,"40.77266,-73.95257",101,1
2223628,"40.86467,-73.90125",2,7
2224417,"40.70147,-73.92005",62,4
2224896,"40.79476,-73.97299",70,6
2227377,"40.73588,-73.98252",75,6
2228296,"40.76402,-73.9777",130,7
2228840,"40.70054,-73.92374",52,5
2230762,"40.80922,-73.95306",40,7
2230982,"40.70511,-74.00943",134,21
2231296,"40.72926,-73.9989",176,18
2231814,"40.70949,-73.94221",15,3
2232697,"40.67167,-73.92434",1,4
2234100,"40.72672,-73.98851",180,12
2236458,"40.76437,-73.9195",89,2
2237032,"40.74495,-73.95146",42,7
2237063,"40.74163,-73.97533",60,7
2237851,"40.74383,-73.97909",159,4
2237981,"40.77331,-73.95067",79,2
2238300,"40.70422,-73.91405",45,0
2238389,"40.66296,-73.98955",35,3
2238435,"40.81085,-73.94768",27,6
2240196,"40.75,-73.99637",102,6
2240661,"40.77226,-73.95895",109,1
2243180,"40.77775,-73.98485",38,12
2243266,"40.60918,-73.99799",13,2
2243321,"40.60931,-73.99847",14,2
2243548,"40.72082,-73.99028",183,16
2243699,"40.71895,-73.99793",215,12
2243769,"40.8002,-73.96045",38,10
2243962,"40.79859,-73.9697",60,8
2243984,"40.73295,-74.00755",90,20
2246112,"40.78158,-73.94808",86,7
2247803,"40.67112,-73.94536",5,1
2248069,"40.67232,-73.97879",51,4
2248580,"40.73411,-73.99723",110,15
2249464,"40.66155,-73.94579",1,1
2249878,"40.78531,-73.96988",29,6
2249928,"40.78574,-73.9764",87,7
2250170,"40.73205,-73.98094",73,12
2250372,"40.74422,-73.97822",141,4
2250790,"40.79891,-73.96705",72,10
2251009,"40.72847,-73.99029",149,5
2252844,"40.73046,-73.9921",108,5
2253397,"40.7829,-73.94721",67,9
2253500,"40.7196,-74.00571",104,20
2253949,"40.73341,-74.00791",85,16
2254388,"40.78021,-73.95044",104,3
2254428,"40.68835,-73.95568",19,4
2254469,"40.7732,-73.95082",80,2
2254541,"40.71801,-73.95869",91,11
2254582,"40.68255,-73.96124",28,3
2254817,"40.76886,-73.95877",71,2
2254851,"40.72599,-73.94172",8,5
2255005,"40.73876,-73.98108",89,8
2255340,"40.72832,-73.99916",180,16
2255501,"40.78409,-73.97886",75,4
2255549,"40.7444,-73.9994",95,3
2256519,"40.74344,-73.99826",100,3
2257064,"40.71357,-73.96279",79,13
2257080,"40.75361,-73.99501",124,6
2259331,"40.70517,-74.01753",41,12
2259719,"40.72706,-74.00043",166,22
2259813,"40.74999,-73.99687",95,5
2260029,"40.70943,-73.95101",30,11
2260042,"40.76427,-73.91562",69,2
2260274,"40.73532,-73.99473",92,4
2260595,"40.72959,-73.98112",100,12
2261018,"40.7461,-73.97628",118,8
2261367,"40.57645,-74.01065",0,1
2262357,"40.74622,-73.92296",22,15
2262868,"40.79432,-73.97269",72,6
2263248,"40.74438,-73.97965",174,4
2263265,"40.80119,-73.95295",19,9
2265827,"40.70868,-73.95343",35,17
2266468,"40.72569,-73.94017",7,4
2267006,"40.72537,-73.94076",8,4
