id,geom,amenities_500,leisure_500
11654372,"40.70478,-73.92767",50,3
11655500,"40.67727,-73.96251",52,3
11656367,"40.69207,-73.94321",3,6
11656396,"40.71762,-73.94354",30,7
11656721,"40.72191,-73.78207",0,1
11656750,"40.8183,-73.91938",3,8
11657285,"40.67553,-73.98533",64,4
11657725,"40.77933,-73.94862",101,4
11657888,"40.69165,-73.94345",3,7
11658950,"40.73458,-73.98128",60,7
11659008,"40.63052,-73.92181",1,2
11659242,"40.72005,-73.98911",168,16
11659296,"40.71976,-73.94234",20,9
11660015,"40.72616,-74.00102",166,25
11667455,"40.78629,-73.98062",61,3
11667910,"40.80797,-73.94243",17,8
11668469,"40.58587,-73.81652",5,1
11670639,"40.77687,-73.90386",18,4
11671588,"40.78833,-73.97026",58,5
11672400,"40.7318,-73.98322",107,10
11672539,"40.69789,-73.98259",13,12
11672600,"40.67821,-73.97484",67,5
11672849,"40.7783,-73.98807",5,8
11673282,"40.77688,-73.95505",111,2
11674309,"40.74021,-73.97992",105,7
11675095,"40.7824,-73.98215",65,5
11675256,"40.74866,-73.98986",191,5
11675341,"40.72227,-73.84173",23,5
11675715,"40.85139,-73.78414",3,0
11675817,"40.71674,-73.98995",169,21
11676984,"40.77654,-73.94904",86,3
11677431,"40.72435,-73.94004",8,5
11677489,"40.71555,-73.99091",161,20
11678327,"40.69144,-73.95891",27,6
11679675,"40.68205,-73.94469",14,6
11680027,"40.72025,-73.98372",105,15
11684682,"40.67031,-73.94088",2,2
11685868,"40.68795,-73.95203",14,8
11687738,"40.76087,-73.96217",58,6
11689818,"40.69473,-73.91882",11,7
11690836,"40.75977,-73.95917",33,8
11691699,"40.64997,-74.00347",19,2
11693193,"40.70998,-73.94854",40,5
11695094,"40.76798,-73.96755",28,3
11695338,"40.82442,-73.86193",1,5
11696801,"40.72573,-73.98406",156,16
11697308,"40.78002,-73.95284",106,2
11698352,"40.71588,-73.95515",96,14
11699080,"40.70153,-73.9169",57,4
11700121,"40.68353,-73.93478",19,5
11701404,"40.77609,-73.98991",4,8
11707920,"40.64188,-73.98042",9,2
11710327,"40.6876,-73.97083",43,7
11712888,"40.77889,-73.9878",6,8
11713899,"40.72428,-73.98748",177,12
11714137,"40.67061,-73.9904",38,2
11714323,"40.71765,-73.95189",61,13
11714752,"40.76207,-73.90852",10,1
11715256,"40.74168,-73.9804",146,8
11715392,"40.72223,-73.99189",203,12
11715651,"40.74044,-73.98029",113,7
11716677,"40.73082,-73.98445",141,10
9461660,"40.8096,-73.94099",13,12
9461669,"40.68182,-73.97704",64,4
9461803,"40.72675,-74.00757",82,22
9461851,"40.78743,-73.96855",39,6
9462694,"40.68177,-73.99393",47,5
9463039,"40.74163,-74.00102",114,7
9463261,"40.80473,-73.96528",48,13
9464046,"40.7075,-73.95385",22,17
9464137,"40.7713,-73.95443",102,1
9464318,"40.67939,-73.99598",38,5
9464543,"40.74601,-73.99987",91,5
9464605,"40.73683,-73.98191",79,7
9464835,"40.78339,-73.98018",67,4
9466003,"40.73329,-73.89463",2,2
9469009,"40.69395,-73.92418",11,5
9469827,"40.78763,-73.95111",45,9
9470528,"40.69979,-73.92261",47,6
9470554,"40.72911,-73.98151",109,12
9470677,"40.76656,-73.97038",47,3
9471893,"40.72772,-74.0013",163,21
9471997,"40.72615,-74.00225",158,25
9473492,"40.68983,-73.90512",8,2
9473646,"40.68535,-73.99192",61,6
9473837,"40.7161,-73.94264",29,4
9473889,"40.59592,-73.97523",3,4
9474607,"40.75553,-73.9923",179,3
9475052,"40.68735,-73.94541",5,7
9475136,"40.71642,-73.95298",79,14
9475494,"40.78113,-73.95452",85,3
9475907,"40.71124,-74.00834",115,24
9476198,"40.72636,-73.98454",160,15
9476212,"40.73338,-74.00752",89,19
9476397,"40.75823,-73.90881",11,3
9476449,"40.66737,-73.97822",23,1
9476774,"40.78613,-73.9732",80,7
9476831,"40.85068,-73.93046",5,7
9476850,"40.77877,-73.97872",59,7
9477096,"40.82516,-73.95288",21,7
9477359,"40.72311,-73.98389",142,14
9477489,"40.71255,-73.99673",144,27
9477988,"40.67768,-73.97114",58,4
9478196,"40.73431,-74.00635",101,22
9478370,"40.74538,-73.92139",26,21
9479084,"40.71183,-73.99685",128,28
9479324,"40.69585,-73.96344",15,8
9479348,"40.81319,-73.94423",13,9
9484346,"40.71564,-73.99169",175,21
9484892,"40.72145,-73.97881",38,10
9485047,"40.76472,-73.98813",154,9
9485566,"40.72182,-73.95576",76,9
9485606,"40.81041,-73.9445",19,11
9486111,"40.78591,-73.94832",52,9
9486229,"40.72797,-74.0019",168,21
9486332,"40.77281,-73.95822",117,1
9486961,"40.70138,-73.92168",60,4
9487424,"40.66214,-73.99223",22,3
9487497,"40.69035,-73.99633",45,5
9487684,"40.7795,-73.98258",63,8
9488285,"40.68282,-73.92934",11,3
9488756,"40.68023,-73.94487",16,3
9488762,"40.70479,-73.92054",47,1
9488878,"40.7996,-73.9621",44,12
9489073,"40.79351,-73.93388",13,4
9490080,"40.84369,-73.93828",10,7
9490600,"40.71002,-73.94796",39,5
9490959,"40.69372,-73.94578",4,8
9491126,"40.72776,-73.98328",129,11
9491448,"40.76393,-73.99124",127,6
9492069,"40.70864,-74.00675",141,18
9492678,"40.71584,-73.95868",101,11
9492750,"40.80965,-73.94553",25,8
9492969,"40.67252,-73.96154",43,4
9493142,"40.72637,-73.94467",19,4
9493324,"40.7139,-73.94628",60,6
9494304,"40.79478,-73.94178",31,4
9495205,"40.6858,-73.96789",42,6
9495238,"40.84687,-73.94228",11,3
9495907,"40.73302,-74.00585",137,23
9496094,"40.74603,-74.00147",82,5
9496137,"40.75903,-73.96287",69,7
9496176,"40.75826,-73.98923",254,7
9496213,"40.70564,-73.93646",24,3
9496372,"40.73095,-74.00242",187,21
9496398,"40.81297,-73.93922",10,10
9496559,"40.65343,-73.95175",2,3
9497513,"40.67797,-73.94675",14,4
9502150,"40.80211,-73.94573",23,3
9504043,"40.71165,-73.94898",52,7
9504843,"40.69914,-73.91471",53,6
9505047,"40.71848,-73.95817",84,14
9505268,"40.75182,-73.99779",86,7
9505449,"40.6836,-73.98285",39,6
9505990,"40.69544,-73.93221",13,7
9506014,"40.75598,-73.98796",237,4
9507100,"40.75211,-73.94082",37,6
9507112,"40.72292,-73.99307",187,9
9507521,"40.66872,-73.98648",58,1
9508202,"40.83279,-73.94174",7,7
9508780,"40.62924,-73.96311",3,0
9509148,"40.67682,-73.96178",53,4
9509218,"40.73161,-73.9896",126,5
9509369,"40.6847,-73.93262",14,4
9510158,"40.7638,-73.99298",100,5
9510385,"40.76737,-73.91244",39,4
9511490,"40.70766,-73.94739",23,7
9511685,"40.73288,-73.97984",45,12
9512372,"40.82243,-73.95447",6,10
9512472,"40.72689,-73.94674",37,4
9513152,"40.72309,-73.98285",113,12
9513278,"40.72741,-74.00178",160,22
9513287,"40.68481,-73.92763",8,4
9513379,"40.70968,-73.94575",33,5
9513511,"40.85753,-73.86605",6,2
9513743,"40.77685,-73.9771",45,5
9514193,"40.72536,-73.98252",121,13
9514730,"40.78462,-73.97273",71,5
9514772,"40.72396,-73.95182",44,8
9514805,"40.67806,-73.96735",54,5
9514860,"40.76526,-73.99096",96,6
9514935,"40.70725,-73.94187",13,4
9515597,"40.68719,-73.97777",37,8
9515733,"40.68644,-73.9857",45,4
9516142,"40.71171,-73.95704",65,21
9517131,"40.71002,-74.00723",118,18
9517488,"40.7347,-74.00784",73,14
9519514,"40.73837,-74.00586",95,18
9520489,"40.70702,-74.01676",54,12
9521009,"40.70501,-73.93738",22,4
9521704,"40.72286,-73.9834",131,11
9522763,"40.65497,-73.96169",5,4
9523488,"40.71018,-73.95488",57,21
9523761,"40.76689,-73.94564",2,8
9524033,"40.80319,-73.95432",30,9
9525241,"40.73945,-73.99616",101,6
9525335,"40.81376,-73.95321",18,10
9525490,"40.72826,-73.98871",163,7
9525925,"40.69027,-73.97847",36,7
9527309,"40.69745,-73.92527",28,3
9528920,"40.71355,-73.98507",46,21
9529332,"40.69093,-73.97046",46,8
9529493,"40.71218,-73.95766",63,21
9529607,"40.72132,-73.99708",167,7
9529662,"40.79735,-73.93386",15,4
9530079,"40.80542,-73.9623",44,15
9530293,"40.85617,-73.93141",8,7
9530381,"40.79823,-73.9326",13,6
9530515,"40.79886,-73.93373",13,5
9531148,"40.76941,-73.98162",72,12
9531437,"40.70889,-73.99964",43,22
9532048,"40.67483,-73.94697",14,3
9532665,"40.78572,-73.97036",35,6
9533058,"40.72484,-73.94307",13,6
9533144,"40.75762,-73.9144",28,4
9534327,"40.68216,-73.93178",15,5
9538618,"40.67413,-73.96497",34,5
9539912,"40.71425,-73.84503",4,2
9540193,"40.84335,-73.94059",10,7
9540414,"40.68048,-73.99379",37,6
9540974,"40.74556,-74.00156",82,5
9541017,"40.76227,-73.93034",21,3
9541320,"40.68068,-73.98186",58,4
9541753,"40.67939,-73.96631",59,4
9541921,"40.7709,-73.95561",94,1
9542259,"40.85256,-73.93598",22,3
9542827,"40.68795,-73.94173",3,6
9543557,"40.71849,-73.95212",56,15
9543637,"40.7229,-73.98414",142,13
9543678,"40.61605,-74.03642",15,4
9544242,"40.78987,-73.9482",41,11
9544410,"40.76103,-73.99001",203,4
9544812,"40.76251,-73.98552",209,5
9544914,"40.67157,-73.94117",2,2
9545059,"40.65862,-73.95777",11,2
9545498,"40.72363,-73.98234",104,12
9546039,"40.70665,-73.93529",23,3
9546695,"40.71069,-73.95283",52,17
9546994,"40.76866,-73.96562",30,2
9547361,"40.76719,-73.96565",37,2
9547920,"40.70714,-73.93611",22,3
9548422,"40.69002,-73.96002",27,7
9548756,"40.75553,-73.97251",124,9
9549544,"40.76374,-73.98089",176,7
9549937,"40.72011,-73.99729",191,10
9550171,"40.77472,-73.98323",46,17
9550485,"40.72501,-74.00353",130,20
9550620,"40.72058,-73.87493",1,1
9550714,"40.69072,-73.99034",59,4
9550807,"40.84005,-73.93735",3,5
9550884,"40.64801,-73.97562",15,9
9551417,"40.79665,-73.94824",14,6
9555648,"40.78115,-73.90883",4,4
9556028,"40.73068,-73.98949",156,5
9556983,"40.70111,-73.92202",57,4
9558052,"40.66528,-73.93293",1,1
9559239,"40.72704,-73.99954",170,20
9559335,"40.74835,-74.00336",46,6
9560034,"40.72136,-73.98767",154,17
9560584,"40.71142,-74.00535",114,23
9561251,"40.76928,-73.96163",53,3
9561650,"40.72564,-73.98088",88,13
21711085,"40.67034,-73.92777",3,2
21711690,"40.83139,-73.94672",21,7
21711746,"40.64658,-73.96909",10,3
21712433,"40.67655,-73.97303",60,6
21713358,"40.67433,-73.9248",1,2
21713419,"40.74025,-74.00066",105,10
21713495,"40.79951,-73.96436",67,12
21713551,"40.76401,-73.95823",38,6
21714177,"40.81425,-73.94187",12,9
21714930,"40.75314,-73.81964",12,10
21715410,"40.75963,-73.82218",11,4
21715655,"40.70887,-73.95591",36,17
21715735,"40.6818,-73.97552",56,4
21715749,"40.71262,-73.94815",54,7
21716197,"40.70362,-74.00721",106,13
21716449,"40.81095,-73.93942",12,16
21716508,"40.75949,-73.91143",22,3
21716772,"40.88302,-73.90899",11,4
21718049,"40.74727,-74.00261",58,6
21718529,"40.70466,-73.92043",49,1
21721040,"40.65168,-73.96411",2,4
21721836,"40.7123,-73.95228",55,17
21721946,"40.72411,-73.98872",186,12
21722921,"40.73399,-73.95542",26,6
21723212,"40.66911,-73.93666",3,2
21723666,"40.65553,-73.93642",1,0
21724762,"40.67668,-73.93997",9,5
21725929,"40.71989,-74.00465",120,20
21725963,"40.71273,-73.95026",58,12
21726358,"40.66894,-73.93649",3,1
21726826,"40.71504,-73.95394",93,15
21727407,"40.71994,-74.00332",143,20
21727418,"40.71091,-73.95747",60,22
21727923,"40.68514,-73.95981",27,6
21727957,"40.7723,-73.98764",41,13
21728093,"40.72026,-73.961",64,6
21728589,"40.68476,-73.92961",13,3
21728670,"40.71901,-73.9571",77,12
21728681,"40.72672,-73.98811",178,11
21729121,"40.67078,-73.97948",50,2
21729245,"40.76919,-73.9305",22,4
21730099,"40.72683,-73.95905",20,6
21730105,"40.69399,-73.97153",26,6
21730366,"40.70034,-73.9284",43,3
21730735,"40.77056,-73.87191",15,5
21732716,"40.6602,-73.98244",20,3
21733463,"40.70668,-73.92099",37,3
21733510,"40.67984,-73.95044",19,3
21733545,"40.75575,-73.99374",159,3
21733997,"40.68639,-73.93263",12,2
21734761,"40.71353,-73.96442",69,10
21735642,"40.71469,-73.94097",30,2
21736059,"40.81524,-73.95249",13,7
21736164,"40.68145,-73.93132",15,5
21736598,"40.71581,-73.95543",98,14
21736682,"40.66112,-73.9539",4,3
21736808,"40.7192,-73.99011",185,18
21737389,"40.7967,-73.94913",12,6
21737409,"40.71106,-73.95954",65,27
21737535,"40.71935,-73.98442",118,19
21737594,"40.68635,-73.91187",9,3
21738018,"40.76123,-73.99022",188,4
21738084,"40.71417,-73.93767",6,2
21738176,"40.80275,-73.95117",36,6
21738540,"40.61818,-74.03464",22,4
21738608,"40.76008,-73.98946",234,4
21738886,"40.76237,-73.96374",71,5
21739035,"40.81702,-73.93882",7,6
21739264,"40.63929,-73.9718",13,0
21739781,"40.72417,-73.76053",3,3
21739805,"40.88688,-73.84789",0,1
21740055,"40.6725,-73.94788",9,2
21740278,"40.7153,-73.93906",26,2
21740615,"40.63853,-74.01628",12,2
21740756,"40.66035,-73.99794",14,0
21740858,"40.68772,-73.91386",10,3
21741106,"40.69479,-73.96812",24,8
21741118,"40.64136,-74.01709",9,2
21745018,"40.70992,-73.95064",43,12
21745569,"40.64902,-73.9286",0,2
21745600,"40.68327,-73.94986",12,3
21746100,"40.70509,-73.93471",25,4
21747136,"40.72011,-73.95847",65,9
21747137,"40.70719,-73.95412",21,16
21748242,"40.72364,-73.99577",137,9
21750219,"40.78951,-73.94605",42,11
21750553,"40.71927,-73.99663",217,14
21751275,"40.72591,-74.00396",150,25
21751524,"40.77842,-73.95903",74,1
21751907,"40.64736,-74.0106",13,2
21752471,"40.66427,-73.99243",29,3
21752545,"40.79957,-73.96902",62,9
21752839,"40.67471,-73.98274",74,3
21752880,"40.71958,-73.94796",48,14
21753002,"40.71358,-73.95634",85,16
21753255,"40.76615,-73.97118",60,3
21753773,"40.66114,-73.88889",1,6
21754221,"40.72566,-74.00075",169,25
21754369,"40.69044,-73.90837",15,2
21754827,"40.66098,-73.88828",1,6
21754860,"40.68712,-73.96297",28,6
21754946,"40.76309,-73.96439",75,5
21755486,"40.80791,-73.947",30,7
21755710,"40.67322,-73.91018",4,6
21755954,"40.76145,-73.98912",217,4
21756084,"40.69668,-73.91395",46,7
21756425,"40.70225,-73.72945",0,1
21762095,"40.71501,-73.95125",66,12
21762160,"40.83734,-73.94506",3,8
21762711,"40.67917,-73.93103",9,6
21762776,"40.64676,-73.94819",2,1
21762969,"40.83172,-73.9488",18,5
21763302,"40.77416,-73.90755",26,4
21764245,"40.72317,-73.94635",40,9
21764576,"40.72336,-73.98079",81,11
21764778,"40.70378,-73.94306",7,6
21765318,"40.72477,-73.94465",20,7
21765794,"40.72419,-73.98294",125,14
21765895,"40.81039,-73.92478",4,8
21766169,"40.75697,-73.97909",139,7
21766524,"40.67271,-73.97663",42,4
21766776,"40.80486,-73.94889",38,6
21767656,"40.76521,-73.98507",165,5
21767672,"40.74143,-74.00027",111,8
21767943,"40.68109,-73.96904",62,5
21769473,"40.72131,-73.99816",175,6
21769501,"40.76173,-73.99325",125,4
21769638,"40.69395,-73.95232",9,8
21769940,"40.74543,-73.92399",25,10
21769981,"40.65662,-73.95344",2,3
21770068,"40.68882,-73.95194",12,8
21770277,"40.65848,-73.952",3,2
21770746,"40.71425,-73.96276",87,12
21771006,"40.67831,-73.99324",25,3
21771041,"40.74048,-73.9273",21,3
21771395,"40.74223,-73.86408",3,2
21771454,"40.6768,-73.93529",7,3
21771486,"40.66475,-73.99629",18,0
21771502,"40.73649,-73.99237",104,3
21771881,"40.58747,-73.9587",6,4
21772083,"40.60674,-74.00428",12,3
21772258,"40.67329,-73.98311",71,3
21774455,"40.74295,-73.97392",56,5
21777252,"40.72833,-73.97926",60,15
21778446,"40.84607,-73.83842",3,4
21779257,"40.82738,-73.94559",25,8
21780343,"40.67665,-73.96985",53,6
21780433,"40.70782,-73.9403",14,4
21780501,"40.74328,-73.9991",107,5
21780915,"40.61497,-74.00531",12,1
21781196,"40.76026,-73.98875",243,5
21781507,"40.7548,-73.96966",108,9
21781515,"40.72513,-73.94829",40,8
21781648,"40.66821,-73.98834",50,2
21781859,"40.76814,-73.98404",118,12
21781983,"40.61465,-74.00312",10,3
21782140,"40.68506,-73.94164",5,8
21782158,"40.61466,-74.00504",13,2
21783251,"40.72909,-73.99125",145,4
21783298,"40.78037,-73.98021",70,7
21783619,"40.80369,-73.96238",53,15
21783724,"40.67681,-73.97911",84,5
21784156,"40.7301,-73.98239",111,10
21784437,"40.68884,-73.92949",5,4
21785354,"40.67471,-73.96408",38,5
21785385,"40.71953,-74.00386",141,17
21785426,"40.68739,-73.95405",19,6
21785453,"40.76424,-73.98713",184,10
21786337,"40.82774,-73.94609",26,7
21786780,"40.74245,-73.99348",129,3
21786868,"40.72221,-73.99084",190,11
21786958,"40.6703,-73.94182",2,2
21787094,"40.76436,-73.96836",59,4
21787703,"40.67078,-73.79164",6,2
21788114,"40.71925,-73.99418",259,17
21788688,"40.6437,-73.96769",23,0
21788734,"40.80423,-73.96515",49,12
21789289,"40.83067,-73.88024",5,9
21794374,"40.73914,-73.87116",7,7
21794522,"40.69259,-73.92881",5,8
21794873,"40.74866,-73.97846",160,4
21796185,"40.62914,-73.9575",1,1
21796834,"40.72391,-73.94214",11,6
21797359,"40.62231,-74.02885",33,1
21797820,"40.71989,-73.95837",67,10
21797928,"40.63146,-73.96227",5,1
21798411,"40.72826,-73.87015",2,3
21798471,"40.72005,-74.00455",121,18
21798589,"40.78639,-73.94869",53,10
21798722,"40.70593,-73.81468",9,2
21799111,"40.73226,-74.00184",179,22
21799291,"40.72202,-73.97909",46,9
21799470,"40.68507,-73.93565",12,4
21800401,"40.7115,-73.95746",63,22
21800445,"40.73103,-73.98233",107,11
21800820,"40.65314,-73.95304",3,3
21801370,"40.64942,-73.89783",0,2
21801514,"40.72207,-73.99596",158,9
21801520,"40.8217,-73.95336",7,9
21802458,"40.73449,-73.99299",98,4
16828918,"40.72043,-73.99706",187,10
16829324,"40.72293,-73.98918",183,10
16829867,"40.74976,-73.97444",125,13
16830241,"40.72979,-73.98917",167,6
16834485,"40.65151,-73.94957",0,2
16835493,"40.64476,-73.96473",15,1
16837628,"40.64136,-73.94705",2,1
16840727,"40.68785,-73.94262",3,6
16841844,"40.70942,-73.96331",39,21
16841998,"40.69284,-73.90695",21,2
16843605,"40.68976,-73.96533",39,7
16844707,"40.82545,-73.95295",21,7
16845648,"40.78429,-73.94878",64,9
16845840,"40.68668,-73.87565",1,1
16846074,"40.75673,-73.99362",169,4
16846366,"40.7843,-73.98262",52,3
16846462,"40.68841,-73.95082",11,5
16847069,"40.72569,-73.99519",149,13
16851711,"40.63192,-73.94734",1,1
16851792,"40.66411,-73.98267",37,4
16851973,"40.6392,-73.94732",3,1
16852728,"40.65024,-73.95051",0,2
16854141,"40.65877,-73.89631",0,6
16854181,"40.85046,-73.94271",15,4
16854754,"40.75562,-73.96539",66,12
16855055,"40.70669,-73.94648",15,8
16855679,"40.75305,-73.97358",138,14
16856193,"40.75373,-73.97287",138,11
16858146,"40.76318,-73.99009",158,6
16859099,"40.73661,-73.92514",4,3
16860045,"40.76814,-73.89573",7,7
16860541,"40.77659,-73.95407",114,1
16865916,"40.76516,-73.95868",45,4
16867024,"40.80346,-73.94583",23,2
16867729,"40.66948,-73.98976",42,2
16869999,"40.81609,-73.93663",5,4
16870827,"40.63845,-74.02649",13,4
16871240,"40.74561,-73.91927",25,24
16873148,"40.73147,-73.89486",9,2
16874685,"40.74512,-73.99179",143,4
16879258,"40.71867,-73.99709",232,15
16880235,"40.71681,-73.99539",254,22
16883129,"40.6322,-74.07789",5,1
16883282,"40.73249,-74.00854",71,10
16883813,"40.80495,-73.9556",38,12
16884012,"40.85622,-73.93147",8,7
16884027,"40.80443,-73.94546",28,3
16884405,"40.70711,-73.95344",21,17
16884587,"40.74616,-73.90392",21,10
16885058,"40.70097,-73.9381",20,7
16892151,"40.70513,-73.93063",32,5
16892955,"40.87924,-73.89791",1,7
16893030,"40.75951,-73.98796",244,5
16893907,"40.76773,-73.91701",66,4
16893993,"40.70657,-73.92181",39,3
16895217,"40.7244,-73.93913",7,4
16896105,"40.68869,-73.9231",7,3
16897115,"40.79241,-73.97262",67,10
16897571,"40.71974,-73.99263",244,16
16897611,"40.71873,-73.99073",197,20
16898313,"40.68583,-73.98267",41,6
16899058,"40.7255,-74.00258",146,24
16905585,"40.72977,-73.98841",176,6
16912472,"40.72951,-73.98239",121,11
16914299,"40.6675,-73.97694",20,1
16914748,"40.68498,-73.92613",10,6
16916191,"40.681,-73.94707",15,5
16916234,"40.73948,-73.97643",46,6
16916510,"40.80766,-73.96594",18,9
16916708,"40.77707,-73.91887",16,7
16916926,"40.65998,-73.97811",13,1
16917171,"40.73459,-74.00143",126,19
16917225,"40.71427,-73.99261",182,28
16918104,"40.84194,-73.94203",4,8
16923912,"40.71848,-73.85025",20,2
16925647,"40.66063,-73.98348",21,4
16927533,"40.70588,-74.0159",79,15
16928488,"40.68438,-73.95299",17,3
16929145,"40.77759,-73.95321",112,1
16929407,"40.71218,-73.96048",72,24
16930274,"40.76868,-73.95744",74,3
16930662,"40.76964,-73.91559",41,5
16930707,"40.68203,-73.97834",66,6
16931894,"40.70079,-73.91847",54,6
16932674,"40.6978,-73.91677",38,6
16933257,"40.62158,-74.02394",20,4
16933481,"40.66398,-73.99041",34,3
16936036,"40.72155,-73.94414",24,8
16937801,"40.82793,-73.94349",23,6
16943101,"40.69735,-73.9327",13,8
16943178,"40.74261,-73.98102",168,6
16944182,"40.66926,-73.93211",2,2
16944820,"40.82692,-73.92183",6,8
16945093,"40.75166,-73.99506",120,6
16945495,"40.64918,-73.96657",6,4
16947113,"40.7176,-73.95359",83,14
16954154,"40.64237,-73.98048",8,2
16954330,"40.80934,-73.95072",34,7
16959759,"40.67138,-73.93679",4,2
16960374,"40.82167,-73.94988",9,9
16960725,"40.76617,-73.98398",139,6
16960760,"40.71976,-73.96052",66,6
16960859,"40.8236,-73.93755",5,12
16961126,"40.71586,-73.95395",86,15
16962435,"40.70322,-73.92025",63,2
16963544,"40.73126,-73.98149",89,11
16964141,"40.63552,-74.12125",0,2
16965072,"40.69309,-73.94987",9,7
16965094,"40.74552,-73.88285",49,16
16965291,"40.78068,-73.9767",74,6
16965705,"40.83498,-73.94214",4,6
16965968,"40.7128,-73.98909",64,24
16965972,"40.71203,-73.99008",63,21
16969156,"40.75784,-73.96088",43,8
16970733,"40.73328,-73.98241",83,8
16971247,"40.77565,-73.94919",76,2
16972627,"40.77786,-73.98066",54,10
16973662,"40.7138,-73.96043",91,16
16974219,"40.741,-73.88019",26,7
16975094,"40.77319,-73.91687",20,10
16975918,"40.74511,-73.91816",24,24
16976026,"40.65292,-73.73652",0,3
16976215,"40.7429,-73.99344",124,3
16976267,"40.72804,-73.86147",16,3
16981845,"40.7251,-73.98914",193,12
16983203,"40.69637,-73.81034",10,4
16984336,"40.71819,-73.96532",38,6
16987293,"40.6944,-73.96606",21,8
16987408,"40.85411,-73.93167",12,9
16987479,"40.69259,-73.9665",35,10
16991994,"40.77743,-73.94977",95,3
16992922,"40.70829,-74.01405",101,19
16994272,"40.80926,-73.95419",39,9
16995743,"40.71404,-73.96119",98,16
16996170,"40.7771,-73.94996",93,3
16996664,"40.77898,-73.94983",105,4
16996954,"40.77832,-73.94991",100,3
16999426,"40.77103,-73.91409",32,3
16999617,"40.67762,-73.97097",58,4
17000278,"40.66135,-73.98841",32,3
17000577,"40.70081,-73.99503",24,13
17005665,"40.78568,-73.94868",51,10
17006745,"40.7097,-73.95411",47,18
17006956,"40.65729,-73.99917",11,1
17007971,"40.72651,-73.86173",15,3
17008022,"40.81037,-73.95833",31,13
17009057,"40.68324,-73.95174",17,3
17009742,"40.68482,-73.98302",43,6
17010314,"40.70881,-73.9468",27,6
17013137,"40.68533,-73.91941",13,5
17013623,"40.72556,-73.94368",14,5
17013882,"40.76882,-73.92793",29,4
17014341,"40.63844,-73.92868",0,2
17014809,"40.80769,-73.95505",42,12
17020317,"40.68125,-73.97236",66,5
17023406,"40.76625,-73.92447",50,2
17023591,"40.74202,-73.78821",5,4
17025412,"40.72078,-73.99473",205,13
17025831,"40.77673,-73.98011",48,10
17026213,"40.69175,-73.94447",3,7
17026435,"40.69482,-73.91165",33,4
17027226,"40.62203,-74.0303",32,2
17029482,"40.73452,-74.00825",72,15
17029902,"40.72727,-73.86223",17,2
17030043,"40.6932,-73.95519",13,5
17031720,"40.79149,-73.94658",40,11
17037199,"40.7265,-73.98278",132,13
17040990,"40.69088,-73.96653",40,9
17041225,"40.72881,-73.95817",20,4
17042235,"40.71247,-73.96155",79,22
17043121,"40.72085,-73.98895",168,14
17043468,"40.77428,-73.95363",120,1
17044038,"40.72429,-73.98784",181,11
17044854,"40.85615,-73.90077",1,7
17045488,"40.87031,-73.89322",3,5
17045788,"40.86917,-73.89465",2,7
17045905,"40.72425,-73.98976",181,9
17045913,"40.73076,-73.95575",26,4
17046103,"40.7284,-73.98295",125,11
17046562,"40.63956,-73.93235",0,2
17070038,"40.80379,-73.94434",23,4
17070798,"40.74615,-73.91558",12,25
17071462,"40.7455,-73.9916",148,5
17072328,"40.675,-73.95885",49,2
17072544,"40.71485,-73.99157",147,23
17073231,"40.73714,-73.95333",11,3
17073870,"40.59372,-74.06766",3,4
17073983,"40.68619,-73.79229",0,1
17074757,"40.75678,-73.91644",27,5
17075535,"40.64332,-74.08283",6,8
17076329,"40.7658,-73.98218",155,5
17076571,"40.78461,-73.97627",87,6
17076735,"40.86673,-73.845",1,4
17078010,"40.70072,-73.91594",54,5
17078612,"40.79154,-73.94233",33,10
17079313,"40.78966,-73.94232",29,10
17080093,"40.71096,-73.95171",50,16
17084539,"40.75662,-73.98749",244,6
17085792,"40.68249,-73.97787",61,6
17088382,"40.77158,-73.95786",105,1
27593335,"40.68307,-73.99226",50,5
27593369,"40.71815,-73.98858",171,23
27596342,"40.61241,-73.95939",4,1
27596820,"40.69245,-73.95542",17,5
27598172,"40.74194,-73.92353",29,5
27598707,"40.73928,-73.98638",143,5
27599185,"40.66055,-73.98597",28,3
27600209,"40.81709,-73.94217",12,6
27600437,"40.74912,-73.99739",84,4
27601676,"40.79666,-73.97334",57,6
27602303,"40.81756,-73.94099",13,5
27602495,"40.86139,-73.92744",6,8
27602987,"40.73354,-73.95576",27,6
27603879,"40.66049,-73.73496",4,1
27603936,"40.7188,-73.98554",125,25
27604258,"40.75389,-73.83192",13,4
27604639,"40.85268,-73.92716",3,9
27606109,"40.69178,-73.9486",8,6
27606720,"40.73439,-73.95839",20,6
27608063,"40.71852,-73.84577",20,3
27609132,"40.64136,-74.01898",8,3
27609355,"40.68977,-73.92723",5,6
27610009,"40.81162,-73.95199",16,7
27610245,"40.76561,-73.7464",1,4
27610753,"40.65818,-73.98031",12,3
27610995,"40.79099,-73.97293",71,10
27611098,"40.78549,-73.94895",51,10
27612070,"40.74673,-73.98499",211,5
27612667,"40.70666,-73.96629",11,13
27612876,"40.7594,-73.81971",6,6
27612925,"40.64047,-73.99687",10,5
27613128,"40.60059,-73.98818",11,0
27620424,"40.7143,-73.78985",7,4
27622210,"40.71295,-73.94459",39,5
27623260,"40.78497,-73.95201",59,7
27623360,"40.77713,-73.95309",111,1
27624476,"40.82923,-73.93764",4,10
